unit,airpol,src_nfr,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
T,NH3,NFR3_MNR,MT	1319 	1272 	1285 	1245 	1303 	1388 	1413 	1440 	1414 	1403 	1626 	1668 	1730 	1904 	1839 	1807 	1905 	1911 	2064 	2096 	2129 	2024 	2003 	2051 	2038 	2204 	2273 	2301 	2296 	2244 	2203 
T,NH3,NFR3_MNR,NL	104202 	103490 	109173 	112072 	110020 	110501 	107239 	103740 	106317 	112189 	113312 	116697 	119594 	131743 	134973 	131584 	133757 	135113 	138180 	144994 	151648 	173469 	174255 	189147 	198543 	196242 	233263 	273424 	274832 	336893 	323331 
T,NH3,NFR3_MNR,NO	26145 	26350 	27025 	27276 	27568 	27477 	27492 	27650 	27177 	26906 	27194 	27484 	27124 	26747 	26531 	26409 	26170 	26051 	24907 	24587 	24172 	25076 	24387 	23877 	24240 	23849 	23855 	24332 	26613 	26363 	26290 
T,NH3,NFR3_MNR,PL	310805 	300676 	312612 	301642 	287169 	286077 	286600 	290959 	285283 	294996 	296881 	304758 	316528 	328827 	322481 	318097 	299886 	309645 	325127 	329872 	341164 	353299 	358276 	349267 	345526 	366309 	373941 	370878 	401874 	424846 	484292 
T,NH3,NFR3_MNR,PT	51776 	50572 	49594 	49008 	48356 	47551 	46514 	44413 	45370 	46437 	46052 	47254 	48175 	48767 	48444 	48981 	53145 	52118 	55384 	57296 	59585 	57425 	54764 	56041 	56791 	55865 	56572 	56755 	57196 	57665 	57204 
T,NH3,NFR3_MNR,RO	138974 	140816 	142036 	143376 	145023 	148716 	143692 	142227 	139765 	144959 	144706 	161272 	167087 	170939 	170821 	169966 	164187 	156790 	154764 	148585 	152774 	161611 	171571 	175906 	192237 	195849 	193049 	207391 	210970 	242170 	298924 
T,NH3,NFR3_MNR,SE	45168 	44767 	45351 	45512 	45291 	46483 	46423 	46442 	45261 	46252 	46280 	45536 	48112 	47708 	47819 	48480 	49708 	49303 	49600 	49713 	50115 	51164 	53009 	53819 	53198 	52839 	54199 	53234 	52647 	52174 	53993 
T,NH3,NFR3_MNR,SI	16830 	16871 	17140 	17094 	17395 	17179 	16888 	16668 	16914 	16947 	17645 	18242 	17739 	18891 	18333 	18200 	18026 	19097 	20390 	19437 	19718 	18954 	19009 	18760 	18883 	19744 	19696 	19792 	21343 	20394 	21838 
T,NH3,NFR3_MNR,SK	23841 	27358 	28012 	27634 	25938 	24963 	26013 	25123 	24783 	23837 	24114 	24304 	24597 	26402 	25370 	28577 	28187 	30945 	32760 	31541 	30403 	30318 	32036 	38056 	35708 	35451 	36960 	36018 	41176 	48012 	55394 
T,NH3,NFR3_MNR,TR	858132 	785669 	761534 	758285 	722020 	648101 	675952 	658614 	620068 	554600 	530214 	512071 	510868 	544188 	578552 	553434 	537207 	514960 	490505 	500122 	548844 	565372 	547430 	507833 	525057 	508732 	539521 	572122 	726263 	551476 	531712 
T,NH3,NFR_TOT_NAT,AT	65420 	65956 	67051 	68286 	67556 	66639 	65853 	65146 	65193 	64944 	65522 	65526 	64104 	64733 	63373 	63057 	63050 	63356 	63183 	64119 	64272 	65857 	67421 	66934 	67070 	68012 	67792 	68016 	67789 	70253 	69268 
T,NH3,NFR_TOT_NAT,BE	67996 	68339 	69664 	70193 	71961 	71761 	71183 	72782 	73549 	73628 	74681 	74235 	74228 	76503 	79290 	79833 	81369 	86340 	90343 	93018 	95317 	134435 	138621 	137131 	137125 	136404 	133270 	133254 	130320 	129482 	131561 
T,NH3,NFR_TOT_NAT,BG	42703 	42083 	42640 	42876 	43694 	42422 	42067 	41236 	39681 	38514 	39122 	39942 	40649 	41499 	41907 	41976 	42864 	42183 	40451 	39783 	43594 	45071 	42091 	48621 	51689 	51460 	60194 	69082 	98406 	92252 	106292 
T,NH3,NFR_TOT_NAT,CH	53400 	53663 	54449 	55044 	55144 	55295 	56114 	55736 	56478 	57076 	58103 	58476 	60257 	60798 	60201 	60093 	59494 	60023 	61273 	62283 	62213 	61692 	62050 	62329 	64492 	65703 	65969 	66318 	67278 	67736 	68679 
T,NH3,NFR_TOT_NAT,CY	8237 	7947 	7788 	7666 	7567 	7282 	8435 	8272 	8881 	9393 	9514 	9391 	9604 	10051 	10064 	9763 	10533 	10815 	11355 	10709 	9856 	9774 	9808 	9675 	9483 	9068 	8871 	8856 	8612 	8000 	7917 
T,NH3,NFR_TOT_NAT,CZ	68428 	71998 	74471 	79029 	79628 	79158 	72392 	70598 	68387 	68317 	68158 	69626 	74155 	75929 	75719 	77065 	78153 	81403 	82278 	82766 	82158 	85147 	87140 	92427 	94686 	92746 	98811 	109964 	123404 	140432 	149827 
T,NH3,NFR_TOT_NAT,DE	537268 	574998 	593892 	619803 	634996 	638743 	640355 	631779 	624578 	618047 	614428 	612187 	608701 	605856 	597882 	603132 	595914 	612924 	615532 	628274 	624281 	621342 	623568 	615381 	622639 	613254 	612842 	632885 	639665 	641425 	718160 
T,NH3,NFR_TOT_NAT,DK	76254 	75133 	79590 	80671 	78514 	78128 	76725 	76622 	79096 	80725 	84207 	83254 	87373 	88226 	89149 	92554 	96030 	96672 	98091 	100666 	103811 	106381 	111856 	111740 	112703 	117368 	124651 	129205 	132437 	136097 	141295 
T,NH3,NFR_TOT_NAT,EE	9354 	9764 	9885 	10140 	10215 	10633 	10686 	10616 	10492 	10341 	10344 	9654 	10276 	9760 	10174 	9484 	8863 	8469 	7814 	8207 	7871 	7433 	8351 	8238 	8027 	9244 	10717 	11279 	15607 	17998 	19904 
T,NH3,NFR_TOT_NAT,EL	63623 	63053 	63153 	63576 	64041 	64143 	65306 	68109 	68225 	70323 	71486 	66064 	70441 	73852 	72900 	75195 	77312 	74584 	75004 	75575 	76479 	79287 	79721 	79925 	80721 	79833 	76091 	80079 	85835 	88426 	90619 
T,NH3,NFR_TOT_NAT,ES	480202 	467346 	470972 	472038 	453013 	449639 	441608 	421794 	418117 	420535 	431450 	434415 	437457 	479883 	472505 	477003 	507815 	511762 	501471 	512098 	516730 	494237 	493303 	467465 	466243 	425794 	435168 	419395 	441696 	446362 	458747 
T,NH3,NFR_TOT_NAT,EU27_2020	3441007 	3471750 	3552088 	3593245 	3576803 	3561181 	3522884 	3503404 	3514757 	3522614 	3556565 	3590822 	3664651 	3755333 	3733922 	3764690 	3805260 	3851173 	3874651 	3937633 	3975309 	4043003 	4068395 	4061399 	4081658 	4045379 	4115563 	4224177 	4382919 	4608029 	4866577 
T,NH3,NFR_TOT_NAT,FI	30661 	32181 	32924 	33142 	34020 	34367 	36089 	35565 	36240 	36324 	37560 	37186 	36683 	37532 	37978 	38940 	38203 	37735 	36777 	35904 	35656 	38741 	36030 	36743 	35210 	34137 	34119 	33137 	32687 	34037 	35624 
T,NH3,NFR_TOT_NAT,FR	572985 	595907 	608878 	614205 	618290 	617824 	610956 	606706 	609388 	608338 	618464 	614500 	622721 	617334 	610708 	620466 	624916 	632360 	641009 	655975 	660942 	649591 	649978 	647800 	652712 	647157 	641953 	647895 	651673 	664261 	663794 
T,NH3,NFR_TOT_NAT,HR	31555 	30584 	32679 	32183 	29143 	31041 	27923 	29473 	35973 	37444 	36189 	33730 	42531 	39999 	39902 	40636 	42896 	40870 	40420 	41936 	39186 	38686 	36672 	40714 	38556 	38326 	40237 	41346 	45516 	50472 	50074 
T,NH3,NFR_TOT_NAT,HU	74931 	74436 	73837 	75152 	74678 	74141 	70481 	70099 	68467 	69243 	68602 	68252 	70699 	77626 	78118 	78704 	83014 	85628 	84565 	84450 	85454 	82147 	80728 	78442 	80055 	80380 	79179 	83726 	94358 	111570 	135744 
T,NH3,NFR_TOT_NAT,IE	123403 	125419 	135304 	128673 	124876 	119599 	114297 	117984 	117145 	110519 	114918 	116861 	116717 	114714 	121480 	119871 	118065 	120673 	120653 	120177 	120037 	125483 	127703 	123096 	119957 	115671 	114946 	113905 	114528 	111771 	109797 
T,NH3,NFR_TOT_NAT,IS	4408 	4487 	4583 	4755 	4800 	4751 	4729 	4413 	4532 	4648 	4589 	4718 	4720 	4738 	4612 	4479 	4417 	4463 	4506 	4604 	4622 	4682 	4654 	4541 	4575 	4492 	4596 	4600 	4581 	4787 	4910 
T,NH3,NFR_TOT_NAT,IT	362631 	349216 	351128 	363562 	369602 	357380 	356954 	369687 	387453 	379136 	379107 	391954 	407388 	417719 	416455 	420979 	439050 	444126 	444717 	456141 	456999 	464759 	459082 	458710 	448358 	454248 	458600 	468307 	463254 	475121 	469211 
T,NH3,NFR_TOT_NAT,LI	101 	101 	98 	97 	99 	101 	102 	101 	106 	105 	103 	105 	105 	104 	101 	98 	93 	98 	97 	91 	93 	91 	94 	96 	93 	98 	101 	99 	99 	104 	95 
T,NH3,NFR_TOT_NAT,LT	38202 	35391 	36270 	36820 	36848 	37639 	37298 	34628 	35038 	35295 	35866 	36873 	35611 	37514 	36219 	37201 	35334 	34575 	33511 	31475 	31466 	32874 	35617 	36490 	36495 	35723 	37361 	42567 	56396 	77999 	80069 
T,NH3,NFR_TOT_NAT,LU	6148 	6128 	6198 	6138 	5926 	5861 	5839 	5671 	5671 	5883 	5911 	5820 	5898 	5829 	5704 	5825 	5879 	5829 	6007 	6220 	6330 	6371 	6202 	6152 	6136 	6015 	5819 	5769 	5646 	5695 	5512 
T,NH3,NFR_TOT_NAT,LV	15937 	16192 	16106 	16406 	16090 	16065 	16444 	16187 	15928 	15167 	15182 	15531 	14991 	15467 	15182 	15030 	14894 	15240 	15147 	15180 	13563 	13426 	14574 	15366 	15651 	15926 	16043 	17757 	24991 	31745 	33330 
T,NH3,NFR_TOT_NAT,MT	1411 	1397 	1390 	1359 	1408 	1502 	1531 	1588 	1533 	1541 	1756 	1763 	1809 	1988 	1920 	1881 	1982 	1977 	2144 	2175 	2249 	2130 	2092 	2134 	2115 	2267 	2326 	2343 	2325 	2258 	2215 
T,NH3,NFR_TOT_NAT,NL	124374 	123948 	129706 	131773 	129297 	128940 	125931 	122783 	125465 	132039 	133369 	136869 	140200 	152353 	156115 	152747 	155540 	156429 	159469 	166432 	172616 	194631 	196186 	211642 	221232 	217694 	253935 	293988 	295139 	358132 	344521 
T,NH3,NFR_TOT_NAT,NO	28598 	28673 	30777 	29606 	29958 	30051 	30224 	30635 	30288 	30002 	30538 	30822 	30910 	30625 	30688 	30452 	30301 	30157 	29051 	28781 	28569 	29263 	28548 	27909 	28741 	28169 	27445 	28230 	30171 	29355 	29793 
T,NH3,NFR_TOT_NAT,PL	320817 	311355 	323978 	312911 	298716 	297598 	298557 	303325 	298597 	308405 	310102 	319108 	331624 	343948 	337544 	333290 	314981 	324614 	338356 	343794 	355209 	367768 	372362 	363594 	360134 	381362 	388805 	385021 	416081 	439443 	499816 
T,NH3,NFR_TOT_NAT,PT	63281 	61901 	60525 	60358 	59658 	59152 	58241 	55854 	57419 	59230 	58934 	59492 	61989 	64042 	62707 	64476 	68917 	67543 	71236 	73193 	76600 	73665 	71399 	73384 	74047 	72434 	73799 	74517 	76041 	76905 	76786 
T,NH3,NFR_TOT_NAT,RO	157116 	159663 	161356 	163349 	165399 	169511 	165882 	164921 	163338 	168106 	169113 	185775 	192917 	194563 	194347 	194556 	189312 	180673 	177882 	173632 	179608 	188936 	200037 	205358 	219854 	219929 	217231 	231121 	234512 	266941 	324868 
T,NH3,NFR_TOT_NAT,SE	53309 	53030 	53567 	53674 	53437 	54666 	54545 	54582 	53519 	54534 	54913 	54365 	57190 	56778 	57048 	57836 	59233 	58984 	58957 	59220 	59768 	60454 	61884 	62496 	61226 	61137 	61702 	60658 	59415 	58353 	60349 
T,NH3,NFR_TOT_NAT,SI	18166 	18327 	18708 	18825 	19235 	19026 	18596 	18699 	18953 	19108 	19840 	20456 	20089 	21331 	20592 	20702 	20103 	21510 	22748 	22201 	22212 	21391 	21379 	21138 	21188 	21937 	21787 	21795 	23311 	22370 	23819 
T,NH3,NFR_TOT_NAT,SK	26594 	30058 	30430 	30435 	28996 	28321 	28711 	28698 	28433 	27533 	27825 	27992 	28606 	30305 	28940 	32489 	31037 	33897 	35532 	34312 	33043 	32987 	34589 	40604 	38343 	37853 	39316 	38308 	43274 	50230 	57457 
T,NH3,NFR_TOT_NAT,TR	904494 	828173 	802429 	804600 	767322 	706778 	731191 	722095 	682495 	618981 	592136 	582049 	579835 	616083 	649899 	637641 	620272 	601907 	577759 	585215 	645807 	661040 	642602 	603035 	622910 	606277 	632879 	664521 	815708 	638165 	616827 
T,NMVOC,NFR1A_TRA,AT	4688 	5865 	6225 	6539 	7066 	8072 	8517 	9238 	9931 	10962 	12142 	13207 	14783 	16967 	18590 	22716 	24661 	26562 	28168 	29130 	31566 	35445 	41810 	44852 	52429 	60150 	68010 	76289 	86540 	96913 	98093 
T,NMVOC,NFR1A_TRA,BE	8664 	9520 	9718 	10194 	10610 	10873 	10942 	11518 	12867 	14551 	16359 	18033 	19756 	22524 	25451 	28702 	33849 	38990 	41743 	47464 	52536 	60853 	68464 	74167 	84778 	91078 	96901 	103667 	111149 	107166 	107227 
T,NMVOC,NFR1A_TRA,BG	9892 	12699 	13576 	14489 	15605 	15897 	15491 	15302 	17000 	17444 	18008 	19787 	21076 	21602 	23117 	23910 	24117 	29761 	29354 	28850 	30780 	33005 	34678 	29177 	40921 	49100 	46945 	49540 	42863 	35090 	66159 
T,NMVOC,NFR1A_TRA,CH	8603 	10339 	10769 	11108 	11714 	12325 	13520 	14643 	15877 	17144 	18411 	19995 	21785 	23391 	24398 	26887 	29103 	31768 	34688 	38458 	42889 	45774 	47294 	50564 	53067 	56860 	63842 	70655 	84602 	93131 	100966 
T,NMVOC,NFR1A_TRA,CY	2242 	2863 	2976 	2993 	3152 	3016 	3087 	3153 	3270 	3349 	3501 	3698 	4019 	4348 	4588 	5032 	4447 	4935 	5053 	5615 	5817 	6115 	6259 	6578 	6778 	6883 	7034 	6853 	7184 	7259 	7458 
T,NMVOC,NFR1A_TRA,CZ	11452 	13001 	15148 	14293 	14527 	15770 	15972 	17449 	19551 	22314 	25791 	28719 	29850 	32514 	35691 	40554 	43301 	47461 	46179 	49492 	57877 	59155 	60895 	63961 	69643 	67432 	68792 	63535 	69004 	56975 	61905 
T,NMVOC,NFR1A_TRA,DE	88840 	95930 	96164 	103014 	105605 	107526 	112329 	115500 	119754 	130694 	136970 	148217 	159240 	181348 	197020 	216798 	242693 	264057 	298818 	330484 	363083 	428369 	490332 	549723 	626404 	703829 	777020 	924619 	1065665 	1224542 	1518574 
T,NMVOC,NFR1A_TRA,DK	8414 	9727 	9922 	10344 	11111 	12038 	12548 	13528 	14438 	16391 	19286 	20028 	23905 	26780 	29124 	31484 	33617 	37895 	39904 	43622 	46715 	50796 	56203 	59599 	64170 	66287 	68822 	71425 	71094 	71911 	69360 
T,NMVOC,NFR1A_TRA,EE	2073 	1966 	2381 	2596 	2668 	2770 	2925 	3645 	4019 	3428 	4103 	4540 	4989 	5799 	6095 	6059 	6421 	7282 	8878 	10161 	9619 	11267 	12165 	12848 	12190 	11392 	12266 	9655 	9145 	18157 	18744 
T,NMVOC,NFR1A_TRA,EL	39718 	50158 	49719 	53992 	56208 	60181 	64409 	64280 	59281 	62855 	69879 	81360 	83348 	93292 	105596 	120814 	133935 	136191 	135513 	135224 	137214 	152462 	156355 	155157 	155625 	159217 	170024 	171744 	171363 	176540 	179065 
T,NMVOC,NFR1A_TRA,ES	43292 	54228 	51235 	49374 	50774 	51300 	53634 	55258 	61290 	64891 	69928 	75778 	83058 	90528 	95871 	105124 	118674 	131227 	139838 	160098 	174210 	204478 	232304 	247176 	271775 	277559 	312258 	327297 	373755 	354819 	337336 
T,NMVOC,NFR1A_TRA,EU27_2020	545945 	632336 	642883 	674530 	695733 	727048 	767934 	816108 	876251 	953875 	1042072 	1154163 	1268045 	1402740 	1573222 	1753876 	1952676 	2155209 	2331145 	2552580 	2755471 	3141047 	3396247 	3604863 	3861363 	4058078 	4300836 	4586439 	4856059 	5017162 	5349148 
T,NMVOC,NFR1A_TRA,FI	8702 	9079 	9678 	10398 	11209 	12473 	12991 	13726 	14819 	17167 	19957 	22219 	27151 	35804 	41177 	46460 	52500 	57792 	63576 	68043 	70752 	76185 	78883 	81316 	83018 	84808 	87278 	90083 	93550 	94683 	95177 
T,NMVOC,NFR1A_TRA,FR	55793 	69169 	73650 	77838 	82617 	88722 	93339 	101657 	110568 	120601 	132144 	145381 	164307 	192634 	222880 	258398 	302365 	340741 	387617 	432866 	472392 	540239 	578345 	613483 	658943 	725715 	800730 	866231 	911763 	938946 	951867 
T,NMVOC,NFR1A_TRA,HR	4893 	5035 	5499 	6244 	6555 	6727 	7117 	7806 	8185 	10872 	11880 	13517 	14808 	16180 	17429 	18865 	21884 	23505 	24613 	26691 	30881 	30168 	30074 	30143 	28698 	26229 	25222 	23314 	25849 	27663 	35535 
T,NMVOC,NFR1A_TRA,HU	11315 	13311 	13099 	13760 	14123 	15545 	18215 	19377 	20987 	21733 	25078 	28194 	31138 	33464 	36486 	43928 	49671 	57495 	60661 	64027 	65817 	70936 	73057 	75790 	80185 	86646 	88794 	96498 	98977 	103799 	125759 
T,NMVOC,NFR1A_TRA,IE	3751 	4620 	5037 	5440 	6222 	6800 	7142 	7549 	7938 	8733 	9688 	10837 	12250 	13350 	14497 	15569 	15977 	17062 	18683 	20907 	22198 	25541 	27118 	27299 	29526 	29895 	29937 	30890 	32617 	32392 	31972 
T,NMVOC,NFR1A_TRA,IS	645 	907 	1040 	1087 	1257 	1003 	876 	953 	995 	1143 	1270 	1503 	1771 	1963 	2165 	2276 	4893 	4700 	4810 	5300 	5921 	5979 	6074 	5895 	5944 	5973 	6019 	6034 	6278 	6402 	6374 
T,NMVOC,NFR1A_TRA,IT	110673 	124372 	130112 	135699 	140309 	149313 	163018 	176792 	194517 	209693 	225025 	252375 	282696 	300401 	363369 	412725 	467341 	531649 	569514 	623939 	666286 	791641 	844978 	888931 	921529 	939054 	937744 	964590 	935039 	866751 	821083 
T,NMVOC,NFR1A_TRA,LI	7 	8 	8 	9 	10 	12 	14 	16 	18 	21 	22 	25 	29 	34 	37 	42 	46 	51 	57 	63 	115 	121 	126 	132 	139 	221 	231 	301 	316 	383 	402 
T,NMVOC,NFR1A_TRA,LT	2369 	2718 	2784 	2810 	3167 	3299 	3753 	3784 	4717 	5485 	6495 	7619 	9333 	10184 	9891 	10488 	10793 	11302 	12481 	12844 	13146 	14811 	18152 	18315 	18027 	16638 	12936 	15790 	19710 	31737 	28544 
T,NMVOC,NFR1A_TRA,LU	756 	985 	1007 	1017 	1061 	1152 	1286 	1382 	1597 	1835 	1925 	2128 	2478 	2789 	3151 	3717 	4136 	4231 	4415 	4880 	5397 	5776 	6404 	7333 	8181 	9368 	11703 	13810 	16619 	18420 	17176 
T,NMVOC,NFR1A_TRA,LV	2495 	3099 	2745 	3616 	4044 	4140 	4542 	4935 	5403 	5943 	6675 	7364 	8532 	10077 	10896 	11273 	12622 	13492 	14458 	15339 	13909 	14117 	14747 	16040 	18014 	18339 	20864 	22555 	23405 	25846 	27961 
T,NMVOC,NFR1A_TRA,MT	7010 	7186 	7215 	6494 	5517 	5602 	4634 	5221 	4839 	5008 	6103 	4881 	3947 	4030 	3989 	3164 	3619 	3583 	3702 	3839 	3031 	3224 	3349 	3629 	3580 	4006 	4079 	4033 	3854 	2600 	2569 
T,NMVOC,NFR1A_TRA,NL	30896 	34339 	34024 	34511 	34137 	35030 	35475 	37753 	40258 	43377 	44313 	46154 	49101 	50640 	51474 	52941 	56326 	62087 	66986 	72702 	79352 	93053 	102992 	112191 	124802 	131063 	138052 	150887 	159371 	171312 	197404 
T,NMVOC,NFR1A_TRA,NO	10747 	11910 	12171 	12820 	13159 	14116 	15614 	16428 	17395 	18913 	19415 	19926 	21661 	23768 	25382 	27339 	29335 	32087 	34680 	38193 	41083 	45068 	49089 	53592 	56018 	60437 	62621 	65359 	67290 	70350 	74436 
T,NMVOC,NFR1A_TRA,PL	36573 	43312 	40047 	42948 	42117 	42471 	44061 	50788 	57171 	62077 	70434 	80245 	85140 	90426 	95286 	91733 	98205 	105951 	120122 	134663 	168593 	180783 	175365 	185397 	189618 	184501 	185200 	174623 	176804 	182454 	162277 
T,NMVOC,NFR1A_TRA,PT	14505 	18912 	18955 	19724 	20451 	21072 	21056 	21822 	22876 	25225 	28298 	30518 	32530 	35723 	39107 	43334 	48326 	52760 	58385 	61616 	70735 	77294 	82009 	85538 	90738 	94475 	98327 	102900 	107527 	101487 	97186 
T,NMVOC,NFR1A_TRA,RO	22038 	23304 	24311 	24895 	24992 	24023 	25524 	26238 	27674 	28885 	30344 	35105 	40747 	46969 	54175 	63278 	64709 	62616 	60412 	67005 	54083 	49991 	63714 	69227 	60038 	48602 	54816 	53488 	57448 	73377 	87199 
T,NMVOC,NFR1A_TRA,SE	15159 	16195 	16694 	18305 	18862 	19214 	21000 	22437 	24387 	30810 	35320 	38518 	41274 	44621 	47497 	50785 	53439 	58002 	62778 	69273 	75795 	86801 	94788 	100160 	112008 	115610 	126638 	122288 	140247 	150986 	155049 
T,NMVOC,NFR1A_TRA,SI	2212 	2814 	3027 	3001 	2942 	2880 	2960 	3314 	3651 	4030 	4264 	4656 	5604 	5822 	6106 	6784 	7677 	9416 	10292 	12882 	14172 	15089 	17631 	22108 	24646 	24100 	24363 	24348 	21766 	20333 	21660 
T,NMVOC,NFR1A_TRA,SK	3529 	3929 	3937 	5001 	4083 	5142 	4967 	5655 	8262 	8521 	12162 	14086 	14985 	15923 	16670 	20242 	19369 	21166 	21002 	22925 	20515 	24456 	26179 	25725 	26100 	27102 	27082 	26487 	24752 	25003 	26809 
T,NMVOC,NFR1A_TRA,TR	52630 	50001 	49301 	51273 	69678 	73629 	72237 	81924 	85460 	98166 	109016 	122194 	140933 	60636 	160330 	182917 	245231 	314754 	393846 	586799 	635482 	47731 	595911 	506457 	414624 	367925 	404235 	2587 	2225 	2188 	2075 
T,NMVOC,NFR3_AGR,AT	35968 	36158 	36524 	36896 	36884 	36886 	36997 	36939 	36905 	37282 	37966 	38201 	37853 	38092 	38143 	38474 	39192 	39510 	39972 	40856 	41514 	42939 	43700 	43833 	44697 	45892 	46586 	47038 	47577 	50076 	50943 
T,NMVOC,NFR3_AGR,BE	30848 	30674 	30761 	30360 	30774 	30345 	29720 	29330 	29614 	29237 	29477 	29219 	29002 	29307 	29406 	29742 	30200 	30955 	32284 	33576 	33612 	39560 	39923 	39996 	40332 	40705 	40045 	39582 	39025 	39162 	39319 
T,NMVOC,NFR3_AGR,BG	13911 	13677 	13898 	13986 	13915 	14192 	14225 	14165 	13964 	14296 	14835 	14790 	15587 	15902 	16614 	16740 	17109 	17312 	16338 	15553 	16948 	17203 	16849 	17320 	17852 	18589 	20440 	23968 	28142 	31049 	33556 
T,NMVOC,NFR3_AGR,CH	18965 	18972 	19041 	18986 	19041 	18982 	19014 	18804 	18749 	18620 	18637 	18551 	18563 	18092 	17521 	16979 	16291 	16037 	15788 	15636 	15316 	15413 	15241 	15194 	15419 	15405 	15278 	15034 	15104 	15229 	15337 
T,NMVOC,NFR3_AGR,CY	1540 	1371 	1315 	1258 	1213 	1167 	1191 	1143 	1198 	1246 	1263 	1254 	1286 	1319 	1315 	1369 	1443 	1512 	1505 	1424 	1372 	1363 	1394 	1436 	1465 	1451 	1390 	1373 	1255 	1166 	1162 
T,NMVOC,NFR3_AGR,CZ	37746 	37472 	37806 	36470 	35776 	34872 	33980 	33113 	32435 	32015 	32406 	33434 	34828 	34383 	34535 	34899 	35049 	36124 	37603 	37880 	37606 	39075 	38242 	40138 	42438 	42483 	43453 	50553 	58558 	66726 	70358 
T,NMVOC,NFR3_AGR,DE	298947 	302052 	304021 	309721 	312437 	315629 	318351 	314922 	309424 	306443 	306762 	308466 	306867 	304866 	302307 	307430 	309761 	316254 	321127 	333174 	327655 	329699 	331468 	333529 	341545 	341135 	340795 	348365 	347191 	357798 	398929 
T,NMVOC,NFR3_AGR,DK	46219 	46133 	46411 	46322 	45190 	45041 	44772 	44404 	43827 	43589 	44661 	44222 	44399 	43847 	42963 	43095 	44603 	45290 	45238 	45399 	46446 	48639 	50745 	52206 	54441 	56107 	56739 	59090 	60674 	61960 	62764 
T,NMVOC,NFR3_AGR,EE	4746 	4605 	4908 	4758 	4382 	4653 	4562 	4296 	4312 	4209 	4064 	3971 	4018 	4092 	4159 	4154 	4075 	4144 	3947 	3977 	3716 	3830 	4485 	4485 	4431 	5058 	5686 	6207 	8305 	9718 	10601 
T,NMVOC,NFR3_AGR,EL	15788 	15611 	15614 	15504 	15778 	15680 	16451 	16887 	17116 	16862 	17297 	16795 	17186 	18007 	17911 	17949 	17977 	17776 	17896 	17831 	18305 	17935 	18012 	18271 	18203 	18327 	17831 	18752 	18620 	18962 	18852 
T,NMVOC,NFR3_AGR,ES	163442 	163609 	163232 	160420 	158587 	156597 	153339 	149345 	150849 	151283 	151225 	143216 	147608 	154503 	154282 	159355 	163132 	165528 	167020 	169794 	171937 	185664 	199763 	188653 	188716 	169809 	168798 	169602 	168922 	182347 	185517 
T,NMVOC,NFR3_AGR,EU27_2020	1617889 	1620100 	1633197 	1632538 	1626698 	1621860 	1597660 	1592240 	1581660 	1587658 	1584674 	1602430 	1595620 	1607548 	1622148 	1632314 	1630936 	1693066 	1681591 	1710716 	1723627 	1771025 	1800498 	1790129 	1798597 	1817584 	1827905 	1857296 	1897094 	2010125 	2114380 
T,NMVOC,NFR3_AGR,FI	15667 	16615 	16569 	16971 	17190 	17192 	17504 	17122 	17060 	16934 	17235 	17155 	16835 	17278 	17281 	17444 	17459 	17717 	17882 	17681 	18001 	17794 	18079 	18584 	18113 	17787 	18547 	18251 	17903 	18242 	19548 
T,NMVOC,NFR3_AGR,FR	390353 	393579 	404413 	399870 	398431 	401706 	396692 	389983 	388384 	396725 	387464 	392416 	383539 	383916 	407082 	399718 	392568 	425475 	398671 	403259 	411477 	410992 	399324 	406668 	395105 	420692 	415836 	403260 	401506 	402884 	414904 
T,NMVOC,NFR3_AGR,HR	9025 	9303 	9006 	9346 	9329 	9346 	9103 	9145 	9398 	9385 	9604 	9642 	9235 	9393 	9674 	9486 	9652 	9355 	8920 	8968 	8746 	8880 	8458 	8521 	8491 	8710 	8963 	9308 	9133 	10826 	10866 
T,NMVOC,NFR3_AGR,HU	27946 	28966 	29623 	29056 	29609 	29457 	28987 	28559 	28357 	28222 	28520 	28531 	29262 	29611 	29702 	30447 	31912 	33173 	33564 	33517 	33980 	32962 	33335 	33350 	33755 	34280 	34391 	36803 	42554 	49400 	54136 
T,NMVOC,NFR3_AGR,IE	46118 	45634 	45643 	46431 	46006 	44496 	44019 	43299 	42715 	41979 	42123 	43144 	43125 	43265 	43485 	44141 	43846 	43930 	44162 	44238 	43982 	45798 	47365 	46648 	45287 	43813 	43447 	43211 	43045 	42952 	41173 
T,NMVOC,NFR3_AGR,IS	1859 	1870 	1873 	1967 	1980 	1989 	1958 	1854 	1857 	1896 	1882 	1920 	1897 	1905 	1855 	1801 	1754 	1748 	1772 	1828 	1861 	1920 	1959 	1950 	1950 	1899 	1914 	1912 	1910 	1984 	1986 
T,NMVOC,NFR3_AGR,IT	124350 	122193 	122168 	122539 	122022 	119576 	118850 	120541 	120833 	122233 	124008 	129200 	130204 	130796 	126266 	131205 	131490 	136940 	138391 	141450 	141693 	151402 	150794 	150317 	149749 	149063 	144309 	145062 	147540 	151801 	148477 
