unit,airpol,src_nfr,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
T,NOX,NFR1A_TRA,HR	25312 	30093 	29678 	31416 	28592 	27255 	27342 	28684 	26693 	33134 	33205 	35303 	37398 	39851 	39545 	39527 	41722 	42176 	42015 	40198 	40727 	42418 	41784 	42070 	41680 	37319 	37818 	36273 	33391 	34307 	47551 
T,NOX,NFR1A_TRA,HU	37970 	49050 	51109 	50519 	49818 	54322 	54270 	50996 	54718 	57322 	62517 	70999 	75455 	77149 	80313 	81973 	77231 	78338 	78292 	77821 	78187 	80774 	77733 	69629 	66449 	66670 	65699 	67875 	69614 	72812 	82978 
T,NOX,NFR1A_TRA,IE	48032 	63742 	67815 	67285 	68521 	67952 	64380 	61931 	58243 	60374 	64928 	68586 	76601 	86378 	88830 	88688 	90644 	90359 	90311 	94567 	92625 	92365 	88799 	81169 	84605 	76820 	72518 	74639 	72405 	71104 	68316 
T,NOX,NFR1A_TRA,IS	6477 	12751 	15731 	14217 	12435 	9959 	7447 	7163 	5667 	6389 	5720 	6391 	8932 	9092 	9057 	7438 	7808 	7100 	8176 	8032 	8107 	8058 	8410 	8508 	8168 	8140 	8661 	8795 	8588 	8469 	8944 
T,NOX,NFR1A_TRA,IT	436172 	557399 	572822 	561246 	580805 	569859 	577600 	586273 	656142 	704012 	715825 	743202 	806844 	867906 	908306 	925871 	962012 	977290 	991113 	1020377 	1030203 	1093368 	1142296 	1199582 	1221170 	1267822 	1281179 	1328503 	1336039 	1262889 	1227872 
T,NOX,NFR1A_TRA,LI	157 	170 	185 	199 	218 	237 	255 	266 	270 	281 	283 	294 	309 	328 	331 	342 	345 	356 	363 	369 	375 	381 	384 	388 	392 	399 	408 	416 	423 	431 	437 
T,NOX,NFR1A_TRA,LT	36419 	40566 	40435 	39590 	39562 	48117 	48119 	43749 	44636 	43962 	43985 	40448 	51581 	51236 	47353 	48208 	42634 	42532 	46005 	46583 	45629 	52275 	59838 	58453 	53365 	51133 	43029 	51058 	64499 	93137 	85249 
T,NOX,NFR1A_TRA,LU	15845 	20116 	21617 	22557 	23930 	26115 	28808 	31000 	32454 	35036 	35101 	34526 	39370 	42041 	46223 	51737 	49974 	41594 	37771 	36507 	34984 	30412 	28333 	27082 	25506 	25350 	28286 	30696 	33198 	33093 	27588 
T,NOX,NFR1A_TRA,LV	29231 	38569 	19913 	37308 	41701 	38250 	36888 	37629 	38680 	37357 	42417 	43772 	41650 	41692 	41981 	46322 	42257 	40876 	41680 	40728 	22571 	21025 	21750 	27128 	29782 	34641 	45970 	47029 	47840 	52439 	77690 
T,NOX,NFR1A_TRA,MT	188642 	188594 	184511 	178523 	146432 	128514 	103526 	100535 	100832 	112971 	122095 	94506 	77768 	72712 	64501 	57643 	91451 	86286 	81189 	71155 	61328 	56325 	51192 	48247 	43848 	43029 	42950 	48632 	41097 	32668 	30651 
T,NOX,NFR1A_TRA,NL	199044 	217218 	223419 	225978 	229622 	239190 	236414 	246135 	264949 	284213 	283197 	289382 	318496 	337251 	348688 	339162 	340470 	339348 	337324 	338953 	344601 	343480 	346584 	353932 	359867 	360138 	372062 	400014 	408547 	407643 	419573 
T,NOX,NFR1A_TRA,NO	76387 	92172 	97776 	100908 	103011 	112868 	122866 	130612 	133548 	134421 	134891 	138787 	145891 	155201 	153272 	152217 	144041 	145207 	143851 	157230 	162292 	176469 	185171 	187017 	171325 	163940 	148982 	150030 	149635 	143697 	153294 
T,NOX,NFR1A_TRA,PL	239228 	264186 	271007 	274098 	238370 	220649 	215784 	222062 	250269 	271879 	275310 	277151 	284881 	280389 	268197 	250354 	218636 	203321 	194400 	213224 	244145 	280249 	265592 	261885 	257318 	233678 	232481 	229272 	249656 	238491 	248595 
T,NOX,NFR1A_TRA,PT	122059 	172901 	163564 	162036 	156643 	147315 	148238 	148188 	151159 	156155 	157172 	162369 	170038 	170261 	172696 	170652 	180756 	178024 	174681 	176387 	190700 	177884 	166940 	159914 	160390 	157886 	156255 	158227 	165372 	156930 	149734 
T,NOX,NFR1A_TRA,RO	98808 	104355 	105154 	107129 	103925 	100413 	104176 	102776 	104203 	101535 	100705 	105729 	115425 	110427 	104989 	105728 	128224 	123798 	122182 	112911 	101029 	100438 	120465 	133754 	125699 	92012 	99576 	98135 	125198 	118063 	134758 
T,NOX,NFR1A_TRA,SE	179131 	175362 	165178 	191323 	180304 	170819 	186719 	183116 	193523 	208836 	231645 	244664 	246690 	257724 	261607 	255919 	259179 	237862 	210015 	231296 	244070 	248667 	247963 	239701 	229660 	232137 	235826 	222229 	234680 	235826 	226345 
T,NOX,NFR1A_TRA,SI	18705 	28950 	33573 	29132 	27364 	22747 	23692 	25008 	25843 	24399 	22450 	24004 	33267 	28350 	24440 	21923 	21170 	20471 	21455 	23024 	23262 	25695 	30237 	40055 	40574 	38582 	37255 	35779 	30918 	30554 	32305 
T,NOX,NFR1A_TRA,SK	21118 	23084 	23696 	24233 	25274 	26404 	24375 	26592 	33762 	34872 	42210 	45481 	52378 	49410 	45406 	49689 	45161 	42252 	42839 	41743 	38228 	42553 	45779 	45306 	45874 	45941 	43847 	41959 	43383 	47047 	55934 
T,NOX,NFR1A_TRA,TR	180813 	200985 	184237 	195314 	249169 	274595 	302768 	327042 	366755 	421547 	448303 	520514 	627191 	717271 	825442 	876412 	998966 	594678 	699966 	1008214 	1086305 	175638 	1178132 	1052291 	864509 	744267 	807301 	33353 	29728 	27780 	25964 
T,NOX,NFR3_AGR,AT	10881 	10857 	11313 	11585 	11808 	11555 	11171 	10875 	11001 	10902 	10356 	11251 	11498 	10978 	10825 	10800 	10757 	11323 	11809 	11857 	11956 	12199 	12628 	12619 	12622 	12797 	12731 	12928 	13184 	13605 	13686 
T,NOX,NFR3_AGR,BE	13723 	13581 	13443 	13586 	13947 	13721 	13703 	13500 	13398 	13420 	13797 	13691 	13427 	13931 	14225 	14395 	14756 	14620 	15735 	15582 	16404 	18282 	18936 	18968 	19018 	19643 	19070 	18882 	19147 	19464 	19744 
T,NOX,NFR3_AGR,BG	17931 	17023 	16576 	17047 	17657 	16686 	15906 	13339 	12402 	10773 	11130 	10438 	10464 	10795 	9903 	10182 	10494 	9614 	9957 	10340 	10137 	10425 	8634 	11248 	11522 	10871 	14817 	15085 	15988 	18967 	27896 
T,NOX,NFR3_AGR,CH	3625 	3619 	3747 	3824 	3786 	3742 	3868 	3764 	3811 	3842 	3979 	3828 	3902 	3901 	3848 	3842 	3828 	3859 	3946 	4044 	3991 	4066 	4112 	4168 	4442 	4567 	4601 	4690 	4838 	4910 	4949 
T,NOX,NFR3_AGR,CY	1135 	1092 	1075 	1079 	1111 	1039 	1034 	1086 	1161 	1184 	1292 	1173 	1261 	1413 	1430 	1472 	1527 	1505 	1685 	1770 	1615 	1582 	1540 	1649 	1790 	1717 	1747 	1777 	1921 	1678 	1663 
T,NOX,NFR3_AGR,CZ	17851 	19447 	19705 	21028 	21179 	21239 	19289 	18446 	17519 	16756 	16299 	16587 	17510 	17568 	17292 	17467 	17584 	18095 	17729 	16895 	15735 	15620 	16357 	17053 	17551 	16500 	16111 	16479 	19829 	24163 	27452 
T,NOX,NFR3_AGR,DE	108745 	110793 	114864 	120632 	125542 	126151 	125036 	121640 	120829 	118434 	115569 	114788 	113719 	116173 	114322 	117172 	116006 	117142 	117579 	121808 	122551 	122261 	119336 	117295 	118307 	116057 	116444 	120680 	127585 	129669 	141922 
T,NOX,NFR3_AGR,DK	19753 	19048 	18818 	19715 	19248 	17876 	17621 	17448 	17301 	17566 	17381 	17895 	18366 	17554 	17021 	17871 	17885 	17588 	18103 	18899 	19331 	19858 	20793 	20777 	21008 	22026 	22667 	23340 	24624 	25521 	25741 
T,NOX,NFR3_AGR,EE	2528 	2533 	2431 	2372 	2333 	2326 	2292 	2198 	2172 	1989 	1972 	1873 	2200 	1834 	1759 	1578 	1720 	1660 	1378 	1525 	1603 	1487 	1774 	1624 	1479 	1667 	2105 	2322 	3774 	4013 	4659 
T,NOX,NFR3_AGR,EL	18801 	18270 	17921 	18439 	18187 	17561 	17769 	19087 	18975 	19376 	20734 	19261 	20455 	21819 	20823 	21448 	22752 	22455 	22797 	23101 	23420 	24291 	24876 	24906 	25513 	25219 	23878 	24724 	28095 	29160 	29388 
T,NOX,NFR3_AGR,ES	80872 	78487 	79369 	80122 	75687 	78494 	78500 	71655 	68355 	69338 	73563 	67154 	65915 	77596 	75532 	75583 	82430 	88337 	81233 	85131 	95433 	100881 	99383 	93341 	98717 	80278 	86244 	80808 	87390 	93824 	94825 
T,NOX,NFR3_AGR,EU27_2020	675165 	664802 	681101 	687707 	678964 	675027 	667078 	656239 	644771 	640563 	640610 	634673 	650777 	668781 	658964 	661675 	677170 	683022 	683547 	698902 	712016 	727055 	730426 	729336 	732207 	713016 	721767 	725725 	754252 	803160 	884884 
T,NOX,NFR3_AGR,FI	9704 	9957 	9605 	9689 	9731 	9985 	10092 	9678 	9708 	9997 	10456 	9602 	10592 	10075 	10061 	10148 	10322 	10538 	10550 	10701 	10828 	10614 	10968 	11104 	11384 	11958 	11051 	10969 	10717 	12412 	13703 
T,NOX,NFR3_AGR,FR	69640 	72953 	74094 	75059 	75087 	75186 	74350 	72730 	73705 	73494 	74372 	75369 	76776 	77262 	76809 	78371 	79453 	80148 	81451 	84010 	85033 	84439 	84027 	84025 	83619 	82402 	80590 	82035 	83924 	87496 	88170 
T,NOX,NFR3_AGR,HR	3766 	3764 	3796 	3813 	3132 	3538 	3195 	3326 	4132 	4664 	4359 	3916 	6006 	4989 	4999 	4943 	4897 	4583 	4821 	4967 	4612 	4471 	3993 	4787 	4125 	4036 	4232 	4141 	4986 	5137 	5130 
T,NOX,NFR3_AGR,HU	23891 	22905 	23225 	23253 	22529 	21539 	19921 	19793 	18530 	18051 	17228 	16943 	17872 	18994 	17808 	16827 	18418 	18407 	18932 	17775 	17199 	17070 	16491 	14655 	14689 	14533 	15832 	14087 	14832 	15851 	25490 
T,NOX,NFR3_AGR,IE	34438 	33769 	36054 	33808 	31941 	30988 	30585 	31808 	29508 	28466 	31359 	29720 	30091 	30584 	32157 	32534 	33083 	34220 	33207 	33441 	34943 	37102 	37181 	34672 	35501 	35307 	34217 	33108 	32310 	32386 	32369 
T,NOX,NFR3_AGR,IS	1079 	1053 	1122 	1210 	1142 	1163 	1277 	1130 	1163 	1105 	1115 	1168 	1283 	1224 	1153 	1043 	1043 	1069 	1105 	1165 	1177 	1199 	1160 	1142 	1160 	1114 	1172 	1151 	1127 	1210 	1258 
T,NOX,NFR3_AGR,IT	55033 	48908 	49477 	51551 	52285 	49855 	49913 	51107 	55887 	52553 	49466 	51439 	55420 	59683 	59945 	59624 	62542 	62858 	62835 	63163 	63314 	64723 	63684 	66865 	62717 	64062 	66523 	68541 	66233 	65115 	61677 
T,NOX,NFR3_AGR,LI	7 	7 	7 	7 	7 	7 	7 	7 	7 	8 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	8 	8 	8 	8 	8 	8 	9 	9 
T,NOX,NFR3_AGR,LT	9969 	8994 	9013 	8987 	8924 	8928 	8717 	8341 	8152 	8037 	7914 	7569 	6957 	7354 	7154 	6988 	6959 	6852 	6695 	6113 	6007 	5993 	5834 	5883 	5791 	4308 	4672 	5090 	7577 	14871 	13680 
T,NOX,NFR3_AGR,LU	1236 	1278 	1269 	1296 	1290 	1239 	1245 	1245 	1253 	1275 	1260 	1239 	1235 	1217 	1211 	1216 	1325 	1154 	1297 	1307 	1425 	1435 	1418 	1437 	1455 	1449 	1441 	1493 	1560 	1525 	1496 
T,NOX,NFR3_AGR,LV	4701 	4581 	4321 	4477 	4541 	4505 	4480 	4233 	3986 	3726 	3734 	3453 	3253 	3289 	3402 	3009 	2818 	3051 	2679 	2775 	2283 	2135 	2330 	2446 	2346 	2279 	3004 	3692 	5804 	8356 	9274 
T,NOX,NFR3_AGR,MT	135 	132 	133 	130 	133 	141 	142 	143 	141 	138 	155 	154 	158 	175 	175 	171 	177 	181 	197 	196 	203 	189 	200 	191 	189 	207 	197 	198 	198 	192 	188 
T,NOX,NFR3_AGR,NL	33901 	33638 	34199 	34788 	34194 	34458 	32939 	32477 	31323 	32154 	32619 	32645 	33559 	34512 	35927 	35500 	36340 	36779 	37358 	39285 	41548 	44798 	46580 	48297 	48572 	49251 	47892 	49992 	50650 	51366 	50719 
T,NOX,NFR3_AGR,NO	7736 	7789 	7672 	7611 	7733 	7748 	7632 	7389 	7279 	7289 	6925 	7288 	7629 	7760 	7617 	7775 	7752 	7707 	7486 	7507 	7853 	7839 	8036 	8005 	8156 	8028 	7805 	7982 	8020 	8312 	8491 
T,NOX,NFR3_AGR,PL	71828 	69562 	76870 	74866 	69474 	68105 	71403 	74350 	71081 	71744 	69570 	72437 	75204 	72944 	70311 	65843 	64444 	63609 	66116 	68253 	67607 	69990 	72524 	72857 	70784 	71968 	70383 	67500 	68475 	76201 	100630 
T,NOX,NFR3_AGR,PT	11286 	11176 	10815 	10743 	10807 	11051 	11453 	10669 	10553 	10113 	10334 	10281 	10502 	10808 	9779 	10395 	13451 	12069 	13143 	12975 	13579 	12734 	12582 	13124 	13238 	12299 	12706 	12696 	12766 	12873 	12849 
T,NOX,NFR3_AGR,RO	29771 	29490 	30061 	26807 	25698 	26256 	23996 	25971 	23722 	24659 	24532 	25907 	25664 	25623 	25357 	27183 	25473 	24153 	23221 	23808 	22895 	23325 	25333 	25915 	27745 	29512 	29736 	32222 	29154 	32675 	51432 
T,NOX,NFR3_AGR,SE	14146 	12838 	12979 	13497 	12981 	13165 	12734 	11934 	11389 	12302 	12230 	11184 	13018 	12187 	11978 	12070 	12756 	12838 	13100 	13616 	13462 	13158 	14307 	14369 	13847 	14028 	14823 	14351 	13152 	14188 	14976 
T,NOX,NFR3_AGR,SI	2379 	2399 	2373 	2366 	2381 	2410 	2385 	2305 	2279 	2321 	2379 	2434 	2304 	2545 	2519 	2468 	2499 	2723 	2785 	2771 	2776 	2725 	2698 	2647 	2563 	2645 	2663 	2647 	2968 	2362 	2574 
T,NOX,NFR3_AGR,SK	7119 	7327 	7300 	6972 	7135 	7031 	7205 	6854 	6310 	7131 	6551 	6270 	7349 	6880 	6241 	6416 	6300 	6520 	7153 	6839 	6115 	5269 	6018 	6583 	6113 	5996 	5991 	5936 	7411 	10091 	13553 
T,NOX,NFR3_AGR,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
T,NOX,NFR3_MNR,AT	10569 	10542 	10990 	11251 	11474 	11235 	10863 	10574 	10691 	10590 	10057 	10958 	11208 	10699 	10568 	10554 	10501 	11090 	11591 	11642 	11755 	12007 	12451 	12448 	12457 	12637 	12585 	12791 	13076 	13499 	13581 
T,NOX,NFR3_MNR,BE	13558 	13389 	13297 	13399 	13776 	13539 	13565 	13384 	13323 	13362 	13742 	13640 	13374 	13886 	14189 	14380 	14741 	14602 	15721 	15565 	16386 	18266 	18916 	18945 	18999 	19626 	19053 	18880 	19145 	19462 	19742 
T,NOX,NFR3_MNR,BG	17890 	16982 	16529 	17011 	17615 	16637 	15880 	13312 	12368 	10745 	11108 	10411 	10446 	10785 	9885 	10182 	10494 	9613 	9956 	10339 	10136 	10424 	8633 	11247 	11521 	10870 	14816 	15084 	15987 	18966 	27895 
T,NOX,NFR3_MNR,CH	3509 	3507 	3644 	3724 	3688 	3653 	3783 	3679 	3733 	3776 	3919 	3775 	3848 	3844 	3790 	3784 	3768 	3795 	3877 	3962 	3897 	3969 	4013 	4065 	4334 	4454 	4491 	4583 	4732 	4806 	4848 
T,NOX,NFR3_MNR,CY	1128 	1086 	1069 	1074 	1105 	1032 	1028 	1079 	1154 	1176 	1285 	1167 	1253 	1402 	1412 	1449 	1498 	1468 	1650 	1734 	1578 	1536 	1490 	1596 	1732 	1653 	1676 	1695 	1839 	1600 	1582 
T,NOX,NFR3_MNR,CZ	17726 	19281 	19546 	20888 	21059 	21127 	19202 	18351 	17430 	16653 	16194 	16513 	17424 	17474 	17211 	17406 	17541 	18049 	17703 	16850 	15693 	15581 	16321 	17021 	17521 	16474 	16088 	16459 	19812 	24149 	27442 
T,NOX,NFR3_MNR,DE	96459 	98507 	102653 	108181 	112714 	113254 	112490 	109609 	110599 	109005 	107779 	108408 	108522 	111559 	110636 	114222 	114191 	115448 	116012 	120316 	121030 	120879 	117969 	115897 	116874 	114642 	115400 	119638 	126545 	128583 	140839 
T,NOX,NFR3_MNR,DK	19255 	18518 	18371 	19260 	18800 	17443 	17177 	17006 	16879 	17194 	17014 	17477 	17976 	17197 	16659 	17545 	17497 	17141 	17621 	18353 	18871 	19426 	20319 	20345 	20553 	21575 	22232 	22881 	24275 	25206 	25481 
T,NOX,NFR3_MNR,EE	2472 	2466 	2357 	2301 	2254 	2267 	2236 	2136 	2126 	1947 	1912 	1811 	2145 	1775 	1728 	1548 	1698 	1637 	1370 	1517 	1595 	1482 	1771 	1618 	1475 	1661 	2100 	2317 	3769 	4007 	4654 
T,NOX,NFR3_MNR,EL	18098 	17558 	17176 	17556 	17313 	16664 	16829 	18013 	17917 	18297 	19678 	18086 	19227 	20795 	19772 	20308 	21624 	21440 	21704 	21972 	22318 	23247 	23816 	23772 	24394 	24081 	22668 	23609 	26935 	27747 	28367 
T,NOX,NFR3_MNR,ES	78529 	76144 	76961 	77853 	73869 	76508 	76567 	70241 	66030 	66925 	71402 	65056 	63896 	75462 	73595 	73165 	79861 	84261 	77112 	81424 	86669 	82054 	78061 	73830 	77895 	66778 	69568 	61622 	68661 	71643 	72485 
T,NOX,NFR3_MNR,EU27_2020	644292 	635275 	652592 	658280 	650991 	646296 	638141 	629066 	618707 	613083 	617534 	612630 	630191 	649369 	640125 	643941 	659812 	663975 	663990 	679931 	688324 	693557 	694439 	695056 	696747 	685249 	691247 	692824 	721763 	766842 	848959 
T,NOX,NFR3_MNR,FI	9531 	9775 	9458 	9512 	9564 	9835 	9940 	9525 	9591 	9881 	10354 	9477 	10474 	9958 	9954 	10037 	10212 	10427 	10430 	10584 	10697 	10510 	10859 	10920 	11219 	11810 	10893 	10815 	10584 	12254 	13527 
T,NOX,NFR3_MNR,FR	66379 	69670 	70939 	71904 	72046 	71936 	71155 	69577 	70293 	70024 	70762 	71579 	72872 	73341 	72669 	74201 	75061 	75813 	76707 	79289 	79982 	79387 	78927 	79067 	78661 	77602 	75743 	77226 	79021 	82605 	83330 
T,NOX,NFR3_MNR,HR	3765 	3762 	3792 	3810 	3127 	3509 	3130 	3235 	4049 	4527 	4164 	3710 	5732 	4810 	4726 	4632 	4624 	4402 	4545 	4722 	4444 	4170 	3807 	4582 	3948 	3873 	4074 	3984 	4858 	4912 	4946 
T,NOX,NFR3_MNR,HU	23604 	22630 	22943 	22958 	22264 	21290 	19665 	19544 	18350 	17854 	17072 	16794 	17754 	18909 	17736 	16753 	18368 	18357 	18888 	17741 	17162 	17036 	16455 	14622 	14652 	14492 	15798 	14059 	14803 	15820 	25446 
T,NOX,NFR3_MNR,IE	34364 	33669 	35969 	33718 	31854 	30898 	30504 	31708 	29377 	28355 	31200 	29593 	29968 	30468 	32041 	32418 	32993 	34168 	33156 	33412 	34914 	37085 	37165 	34665 	35494 	35300 	34211 	33102 	32304 	32380 	32363 
T,NOX,NFR3_MNR,IS	1072 	1046 	1114 	1202 	1133 	1157 	1270 	1123 	1157 	1100 	1111 	1165 	1283 	1224 	1153 	1043 	1043 	1069 	1105 	1165 	1177 	1199 	1160 	1142 	1160 	1114 	1172 	1151 	1127 	1210 	1258 
T,NOX,NFR3_MNR,IT	49385 	44743 	45902 	47289 	49199 	46703 	46146 	48004 	52914 	47564 	46942 	49037 	53318 	57660 	57829 	57889 	60513 	60604 	60521 	60847 	61525 	63068 	62034 	65218 	61147 	62569 	65089 	67201 	64882 	63751 	60365 
T,NOX,NFR3_MNR,LI	7 	7 	7 	7 	7 	7 	7 	7 	7 	8 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	7 	8 	8 	8 	8 	8 	8 	9 	9 
T,NOX,NFR3_MNR,LT	9945 	8974 	8993 	8977 	8914 	8918 	8707 	8331 	8142 	8027 	7904 	7559 	6947 	7344 	7144 	6978 	6953 	6845 	6685 	6103 	5997 	5986 	5827 	5876 	5781 	4298 	4662 	5082 	7570 	14861 	13670 
T,NOX,NFR3_MNR,LU	1134 	1168 	1149 	1179 	1171 	1133 	1112 	1123 	1125 	1171 	1160 	1131 	1130 	1117 	1122 	1133 	1227 	1085 	1213 	1206 	1313 	1329 	1314 	1336 	1363 	1356 	1353 	1400 	1473 	1442 	1415 
T,NOX,NFR3_MNR,LV	4670 	4527 	4282 	4449 	4481 	4393 	4309 	4146 	3932 	3686 	3682 	3381 	3227 	3220 	3048 	2969 	2715 	2846 	2482 	2648 	2254 	2100 	2314 	2438 	2330 	2272 	3003 	3692 	5788 	8344 	9267 
T,NOX,NFR3_MNR,MT	135 	132 	133 	130 	133 	140 	142 	143 	141 	138 	155 	154 	158 	175 	175 	171 	177 	181 	197 	196 	203 	189 	200 	191 	189 	207 	196 	198 	198 	192 	188 
T,NOX,NFR3_MNR,NL	31103 	30853 	31401 	31979 	31462 	31832 	30178 	29716 	28648 	29421 	29868 	29864 	30754 	31662 	33046 	32828 	33661 	34069 	34580 	36554 	38755 	42023 	43755 	45423 	45733 	46466 	45105 	47112 	47728 	48494 	47845 
T,NOX,NFR3_MNR,NO	7536 	7598 	7515 	7410 	7530 	7536 	7422 	7195 	7084 	7108 	6706 	7064 	7382 	7530 	7398 	7525 	7440 	7402 	7200 	7150 	7409 	7424 	7586 	7575 	7577 	7494 	7369 	7391 	7582 	7548 	7537 
T,NOX,NFR3_MNR,PL	71596 	69346 	76679 	74688 	69284 	67863 	71176 	74156 	70820 	71531 	69377 	72216 	74979 	72743 	70114 	65643 	64242 	63298 	65947 	68093 	67461 	69830 	72383 	72682 	70616 	71833 	70257 	67369 	68350 	76081 	100516 
T,NOX,NFR3_MNR,PT	10312 	10208 	9886 	9788 	9846 	10070 	10535 	9705 	9597 	9178 	9428 	9318 	9619 	9937 	8949 	9560 	12569 	11077 	12109 	11974 	12571 	11668 	11503 	12018 	12143 	11209 	11655 	11632 	11660 	11709 	11656 
T,NOX,NFR3_MNR,RO	29738 	29462 	30035 	26780 	25670 	26226 	23968 	25943 	23687 	24632 	24509 	25882 	25640 	25588 	25333 	27159 	25450 	24124 	23196 	23786 	22867 	23308 	25312 	25898 	27722 	29493 	29714 	32197 	29126 	32657 	51414 
T,NOX,NFR3_MNR,SE	13591 	12303 	12443 	13036 	12530 	12726 	12357 	11589 	11074 	12000 	12006 	10956 	12811 	12026 	11840 	11945 	12644 	12731 	13006 	13500 	13316 	13002 	14156 	14207 	13687 	13867 	14697 	14236 	13037 	14073 	14860 
T,NOX,NFR3_MNR,SI	2369 	2390 	2362 	2359 	2371 	2401 	2377 	2298 	2273 	2315 	2373 	2429 	2300 	2541 	2516 	2465 	2497 	2720 	2781 	2768 	2774 	2721 	2693 	2642 	2558 	2640 	2657 	2642 	2962 	2357 	2569 
T,NOX,NFR3_MNR,SK	6988 	7192 	7279 	6950 	7098 	6716 	6902 	6619 	6177 	6883 	6410 	6024 	7034 	6837 	6226 	6400 	6262 	6478 	7106 	6796 	6058 	5245 	5992 	6550 	6083 	5965 	5954 	5901 	7375 	10050 	13514 
T,NOX,NFR3_MNR,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
T,NOX,NFR_TOT_NAT,AT	124102 	144551 	151776 	162904 	171835 	179150 	182275 	190014 	190852 	196368 	204767 	204399 	218221 	231365 	238336 	247799 	241760 	241983 	230994 	223204 	212553 	206806 	215072 	203293 	217084 	199318 	200100 	208286 	216917 	228474 	218998 
T,NOX,NFR_TOT_NAT,BE	134779 	155563 	167599 	174183 	185113 	196550 	196131 	206205 	215318 	226710 	243906 	242436 	272957 	299826 	309966 	326090 	340715 	330622 	335349 	346604 	358947 	357511 	384486 	382962 	397204 	411675 	417616 	419061 	423981 	422459 	423117 
T,NOX,NFR_TOT_NAT,BG	91597 	95613 	100338 	104022 	114180 	118997 	120439 	114670 	130326 	157669 	139024 	153704 	163175 	163014 	164709 	187726 	184090 	186030 	175793 	161737 	163508 	156012 	172576 	170381 	202504 	206805 	200360 	204965 	198952 	226206 	298718 
T,NOX,NFR_TOT_NAT,CH	53341 	61022 	64360 	67641 	71044 	72901 	77068 	81084 	81251 	80967 	85106 	85813 	90769 	90949 	92269 	93631 	92934 	93537 	94808 	99615 	103029 	105132 	105543 	106068 	110266 	115964 	120147 	122771 	134743 	141426 	144541 
T,NOX,NFR_TOT_NAT,CY	11581 	14257 	13119 	13519 	13576 	13752 	16013 	15390 	20946 	21481 	18775 	19996 	19851 	21480 	21726 	22167 	22352 	22504 	22416 	22932 	22677 	22297 	22041 	21748 	21395 	21204 	21070 	20795 	20426 	18105 	18291 
T,NOX,NFR_TOT_NAT,CZ	153771 	171421 	184041 	191145 	194880 	204078 	209467 	214853 	227357 	239326 	252934 	255625 	272421 	290051 	291677 	299876 	303319 	303398 	300216 	307137 	309681 	301541 	326003 	343973 	371870 	389024 	457257 	550191 	675486 	719405 	757818 
T,NOX,NFR_TOT_NAT,DE	979224 	1108822 	1182944 	1266978 	1317184 	1344550 	1367104 	1412104 	1412094 	1420198 	1445670 	1432953 	1528376 	1590910 	1641443 	1631620 	1681373 	1727663 	1773527 	1834961 	1890791 	1966843 	2000510 	2028510 	2101897 	2183547 	2241370 	2368259 	2468364 	2614004 	2835333 
T,NOX,NFR_TOT_NAT,DK	89025 	96757 	104068 	109866 	112340 	112332 	113831 	123079 	128087 	138705 	147922 	152689 	171552 	187560 	201273 	201517 	209678 	225142 	215835 	218441 	221307 	234122 	252695 	272646 	319443 	285733 	304564 	302437 	303467 	347210 	297457 
T,NOX,NFR_TOT_NAT,EE	23758 	26014 	31095 	32113 	31513 	30975 	35134 	36987 	37691 	40766 	42466 	36598 	42667 	45420 	40810 	42608 	45760 	49268 	48414 	48959 	44676 	44970 	49424 	51501 	51788 	47154 	44540 	39695 	44178 	65343 	73226 
T,NOX,NFR_TOT_NAT,EL	221870 	249649 	258675 	267641 	262176 	262942 	269093 	273552 	285380 	325887 	363557 	434663 	454858 	481177 	482539 	482630 	464465 	460870 	451225 	456135 	430418 	444312 	450480 	423615 	409153 	402001 	415237 	407423 	416024 	408770 	408837 
T,NOX,NFR_TOT_NAT,ES	633101 	741450 	798180 	810396 	806981 	847473 	825086 	830337 	900741 	949078 	950543 	1004209 	1120715 	1313622 	1313284 	1342680 	1366742 	1350885 	1341317 	1317424 	1349346 	1342288 	1338291 	1341515 	1322610 	1337717 	1331360 	1325042 	1387930 	1367646 	1326455 
T,NOX,NFR_TOT_NAT,EU27_2020	5497357 	6173240 	6529852 	6784853 	6922840 	7140006 	7258499 	7544350 	7871182 	8220293 	8510268 	8721501 	9440531 	10116379 	10412508 	10660089 	10863704 	11001412 	11086728 	11295775 	11457568 	11821000 	12192771 	12474577 	12909939 	13031207 	13326861 	13775389 	14391040 	14762672 	15027253 
