freq,unit,na_item,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,CLV_I10,B1GQ,HR	: 	: 	: 	: 	: 	65.986 	69.973 	74.296 	75.968 	75.330 	77.559 	79.973 	84.630 	89.365 	93.103 	97.114 	101.890 	106.945 	109.086 	101.239 	100.000 	99.913 	97.584 	97.196 	96.778 	99.219 	102.751 	106.257 	109.233 	112.970 	103.332 	116.853 p	124.123 p
A,CLV_I10,B1GQ,HU	: 	: 	: 	: 	: 	70.112 	70.170 	72.375 	75.198 	77.507 	80.979 	84.278 	88.274 	91.870 	96.468 	100.611 	104.581 	104.871 	105.924 	98.935 	100.000 	101.867 	100.593 	102.406 	106.741 	110.698 	113.134 	117.967 	124.293 	130.339 	124.427 	133.386 	139.492 p
A,CLV_I10,B1GQ,IE	: 	: 	: 	: 	: 	48.244 	51.804 	57.514 	62.556 	69.143 	75.644 	79.658 	84.357 	86.900 	92.799 	98.125 	103.020 	108.490 	103.625 	98.345 	100.000 	100.834 	100.828 	101.963 	110.782 	137.781 	140.545 	153.202 	166.266 	175.313 	186.155 	211.450 	236.760 
A,CLV_I10,B1GQ,IS	: 	: 	: 	: 	: 	59.659 	62.384 	65.984 	70.843 	73.701 	77.375 	80.481 	80.931 	82.665 	89.115 	94.573 	100.547 	109.048 	111.457 	102.915 	100.000 	101.846 	102.929 	107.615 	109.431 	114.286 	121.490 	126.586 	132.775 	135.172 	125.383 	130.816 	139.247 
A,CLV_I10,B1GQ,IT	: 	: 	: 	: 	: 	87.540 	88.649 	90.272 	91.906 	93.400 	96.938 	98.829 	99.080 	99.217 	100.630 	101.453 	103.270 	104.805 	103.797 	98.316 	100.000 	100.707 	97.705 	95.907 	95.902 	96.649 	97.899 	99.531 	100.453 	100.938 	91.875 	98.294 	101.906 
A,CLV_I10,B1GQ,LT	: 	: 	: 	: 	: 	52.072 	54.758 	59.309 	63.742 	63.015 	65.343 	69.608 	74.307 	82.158 	87.556 	94.326 	101.319 	112.574 	115.517 	98.376 	100.000 	106.039 	110.115 	114.024 	118.057 	120.447 	123.481 	128.769 	133.912 	140.105 	140.074 	148.452 	151.254 
A,CLV_I10,B1GQ,LU	: 	: 	: 	: 	: 	56.661 	57.454 	60.567 	64.610 	69.892 	74.741 	77.039 	79.524 	81.607 	85.060 	87.172 	92.417 	99.902 	99.602 	96.376 	100.000 	101.044 	102.711 	105.969 	108.749 	111.217 	116.754 	118.292 	119.734 	122.512 	121.535 	127.736 	129.714 p
A,CLV_I10,B1GQ,LV	: 	: 	: 	: 	: 	53.711 	55.101 	59.970 	63.770 	65.528 	69.247 	73.626 	78.845 	85.485 	92.567 	102.491 	114.761 	126.170 	122.071 	104.663 	100.000 	102.574 	109.797 	112.002 	114.132 	118.567 	121.375 	125.396 	130.401 	133.752 	130.678 	136.267 	140.032 
A,CLV_I10,B1GQ,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	90.222 	96.366 	103.326 	97.338 	100.000 	103.228 	100.417 	103.980 	105.835 	109.423 	112.651 	117.964 	123.954 	128.990 	109.245 	123.495 	131.021 p
A,CLV_I10,B1GQ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	74.600 	72.312 	73.392 	75.023 	78.530 	82.239 	86.464 	92.061 	97.099 	96.750 	100.000 	102.340 	101.873 	104.853 	108.659 	112.848 	116.063 	117.318 	120.697 	125.417 	119.537 	124.236 p	126.903 e
A,CLV_I10,B1GQ,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	78.690 	77.765 	79.760 	83.010 	83.126 	85.939 	88.096 	92.302 	95.834 	94.748 	100.000 	100.467 	104.604 	110.329 	118.751 	130.161 	134.562 	149.188 	158.741 	169.607 	155.028 	173.153 	185.414 
A,CLV_I10,B1GQ,NL	: 	: 	: 	: 	: 	70.627 	73.098 	76.262 	79.819 	83.837 	87.355 	89.387 	89.582 	89.721 	91.502 	93.378 	96.610 	100.255 	102.431 	98.675 	100.000 	101.551 	100.505 	100.374 	101.803 	103.797 	106.072 	109.160 	111.737 	113.922 	109.495 	114.820 p	119.962 p
A,CLV_I10,B1GQ,NO	59.504 	61.339 	63.531 	65.339 	68.642 	71.495 	75.089 	79.058 	81.167 	82.849 	85.599 	87.368 	88.572 	89.409 	92.998 	95.495 	97.846 	100.697 	101.182 	99.219 	100.000 	101.106 	103.854 	104.909 	107.058 	109.046 	110.316 	113.034 	113.971 	115.252 	113.779 	118.214 	122.089 
A,CLV_I10,B1GQ,PL	: 	: 	: 	: 	: 	53.090 	56.336 	59.970 	62.752 	65.674 	68.669 	69.533 	70.949 	73.431 	77.090 	79.793 	84.685 	90.665 	94.473 	97.149 	100.000 	105.042 	106.665 	107.579 	111.707 	116.603 	120.047 	126.217 	133.721 	139.672 	136.850 	146.341 	153.855 
A,CLV_I10,B1GQ,PT	: 	: 	: 	: 	: 	76.116 	78.783 	82.250 	86.205 	89.572 	92.991 	94.798 	95.529 	94.640 	96.333 	97.086 	98.664 	101.137 	101.460 	98.292 	100.000 	98.304 	94.315 	93.445 	94.185 	95.873 	97.809 	101.239 	104.124 	106.917 	98.042 	103.437 p	110.355 p
A,CLV_I10,B1GQ,RO	: 	: 	: 	: 	: 	66.867 	69.480 	66.111 	64.769 	64.525 	66.113 	69.563 	73.530 	75.251 	83.099 	86.978 	93.961 	100.758 	110.136 	104.060 	100.000 	104.517 	106.529 	106.817 	111.218 	114.733 	118.012 	127.685 	135.383 	140.599 	135.429 	143.274 p	150.071 p
A,CLV_I10,B1GQ,RS	: 	: 	: 	: 	: 	55.870 	59.369 	63.648 	65.775 	59.576 	63.229 	67.578 	71.890 	75.045 	81.820 	86.345 	90.755 	96.599 	102.062 	99.274 	100.000 	102.036 	101.341 	104.272 	102.615 	104.468 	107.956 	110.224 	115.179 	120.168 	119.083 	128.073 	130.957 p
A,CLV_I10,B1GQ,SE	: 	: 	: 	62.416 	64.869 	67.422 	68.486 	70.589 	73.633 	76.760 	80.419 	81.585 	83.377 	85.303 	89.002 	91.547 	95.815 	99.111 	98.664 	94.382 	100.000 	103.195 	102.588 	103.807 	106.566 	111.350 	113.655 	116.574 	118.847 	121.208 	118.577 	125.866 	129.431 
A,CLV_I10,B1GQ,SI	: 	: 	: 	: 	: 	62.562 	64.566 	67.826 	70.050 	73.786 	76.495 	78.956 	81.724 	84.143 	87.811 	91.146 	96.384 	103.112 	106.731 	98.674 	100.000 	100.861 	98.199 	97.188 	99.879 	102.086 	105.345 	110.417 	115.336 	119.316 	114.160 	123.534 	130.173 
A,CLV_I10,B1GQ,SK	: 	: 	: 	: 	: 	51.432 	54.836 	58.086 	60.454 	60.390 	61.094 	63.082 	65.927 	69.552 	73.224 	78.073 	84.704 	93.880 	99.113 	93.706 	100.000 	102.671 	104.025 	104.684 	107.507 	113.062 	115.260 	118.647 	123.429 	126.526 	122.305 	128.253 	130.393 
A,CLV_I10,B1GQ,TR	: 	: 	: 	: 	: 	: 	: 	: 	65.137 	63.011 	67.380 	63.505 	67.600 	71.496 	78.500 	85.559 	91.503 	96.118 	96.902 	92.228 	100.000 	111.200 	116.525 	126.413 	132.657 	140.729 	145.406 	156.314 	160.972 	162.233 	165.381 	184.157 	194.407 p
A,CLV_I10,B1GQ,UK	66.197 	65.467 	65.730 	67.366 	69.957 	71.534 	73.316 	76.964 	79.818 	82.448 	85.339 	87.669 	89.579 	92.554 	94.670 	97.469 	100.094 	102.457 	102.171 	97.968 	100.000 	101.276 	102.724 	104.970 	107.975 	110.527 	112.430 	114.387 	115.820 	117.407 	: 	: 	: 
A,CLV_I10,B1GQ,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	90.725 	95.293 	100.000 	106.320 	108.140 	113.916 	117.731 	124.696 	131.644 	137.996 	142.697 	149.485 	141.502 	156.707 	162.213 p
A,CP_MEUR,B1GQ,AL	: 	: 	: 	: 	: 	: 	2520.6 	1967.5 	2281.8 	3018.5 	3780.4 	4385.8 	4612.4 	4928.6 	5777.8 	6475.3 	7090.8 	7809.8 	8800.3 	8662.2 	8996.6 	9268.3 	9585.8 	9625.4 	9968.6 	10264.1 	10719.9 	11559.0 	12828.1 	13754.2 	13310.4 	15157.4 p	17939.7 e
A,CP_MEUR,B1GQ,AT	: 	: 	: 	: 	: 	184351.3 	186968.1 	187853.7 	195011.9 	203850.6 	213606.5 	220525.1 	226735.2 	231862.5 	242348.3 	254075.0 	267824.5 	283978.0 	293761.9 	288044.0 	295896.6 	310128.7 	318653.0 	323910.2 	333146.1 	344269.2 	357608.0 	369361.9 	385274.1 	397169.5 	381042.5 	406148.7 	446933.3 
A,CP_MEUR,B1GQ,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6043.3 	6482.2 	7149.1 	7530.3 	8179.7 	9024.5 	10255.1 	11528.5 	13047.8 	12679.3 	12968.9 	13411.8 	13407.5 	13691.8 	13988.3 	14791.1 	15474.3 	16260.5 	17354.2 	18296.5 	17755.9 	19995.1 	23317.3 
A,CP_MEUR,B1GQ,BE	: 	: 	: 	: 	: 	220251.5 	219965.3 	223032.7 	231015.7 	242307.6 	256376.4 	264334.9 	273255.9 	281200.2 	296819.7 	310037.6 	325151.5 	343618.9 	351743.1 	346472.8 	363140.1 	375967.8 	386174.7 	392880.0 	403003.3 	416701.4 	430085.3 	445050.1 	460050.8 	478676.1 	459827.4 p	502521.1 p	549456.2 p
A,CP_MEUR,B1GQ,BG	: 	: 	: 	: 	: 	14512.8 	9829.8 	10064.7 	13437.6 	12804.4 	14440.0 	15905.3 	17478.3 	18798.3 	21093.2 	24039.9 	27410.0 	32464.7 	37246.7 	37417.7 	38284.9 	41478.9 	42256.8 	42050.2 	43026.0 	45812.3 	48773.1 	52531.3 	56224.8 	61558.5 	61638.9 	71077.0 	84560.6 p
A,CP_MEUR,B1GQ,CH	209510.1 	217548.7 	216539.5 	232492.3 	254234.7 	269928.4 	268109.3 	260234.9 	271242.2 	279613.7 	302676.7 	320183.3 	328614.3 	320540.7 	325343.7 	336400.1 	352038.6 	358607.9 	387052.9 	399363.6 	452470.6 	515770.5 	534012.8 	531729.1 	548014.5 	625532.7 	621765.1 	615776.3 	614304.4 	644443.2 	648913.3 	676775.2 	767616.2 
A,CP_MEUR,B1GQ,CY	: 	: 	: 	: 	: 	7596.0 	7890.1 	8414.3 	9152.6 	9839.7 	10804.6 	11602.9 	12082.9 	12871.3 	13938.0 	15039.3 	16263.8 	17591.0 	19009.6 	18675.5 	19461.1 	19858.1 	19495.4 	18040.3 	17482.8 	17944.2 	19013.8 	20312.4 	21674.0 	23176.5 	21896.5 	24019.0 	27006.4 p
A,CP_MEUR,B1GQ,CZ	: 	: 	: 	: 	: 	46008.4 	53088.1 	54857.3 	59824.8 	61082.9 	67032.5 	75705.2 	87358.2 	88659.5 	96554.1 	110321.7 	124581.2 	139002.1 	162064.5 	149586.5 	157920.8 	165202.2 	162587.5 	159461.5 	157821.3 	169558.2 	177438.5 	194132.9 	210970.5 	225613.5 	215805.4 	238249.5 	276605.9 
A,CP_MEUR,B1GQ,DE	1245386.0 	1512391.8 	1647737.1 	1768471.4 	1859310.3 	1977604.1 	1967956.2 	1952617.8 	2000815.9 	2059480.0 	2109090.0 	2172540.0 	2198120.0 	2211570.0 	2262520.0 	2288310.0 	2385080.0 	2499550.0 	2546490.0 	2445730.0 	2564400.0 	2693560.0 	2745310.0 	2811350.0 	2927430.0 	3026180.0 	3134740.0 	3267160.0 	3365450.0 	3473260.0 p	3405430.0 p	3601750.0 p	3869900.0 p
A,CP_MEUR,B1GQ,DK	108898.0 	112605.4 	118194.2 	122269.6 	131678.0 	141441.4 	147843.4 	153152.1 	158146.4 	166972.1 	178018.1 	184045.6 	189794.9 	193353.4 	202422.2 	212832.4 	225531.3 	233383.3 	241613.5 	231278.0 	243165.4 	247879.9 	254578.0 	258742.7 	265757.0 	273017.6 	283109.7 	294808.2 	302328.7 	309526.4 	311759.7 	336718.8 	376087.2 
A,CP_MEUR,B1GQ,EA	: 	: 	: 	: 	: 	5583866.7 	5811978.9 	5936633.6 	6178493.4 	6456826.3 	6795366.5 	7258441.5 	7499460.4 	7710378.5 	8032439.1 	8309692.0 	8739457.7 	9238908.5 	9480256.4 	9212374.5 	9472824.1 	9746636.6 	9781904.3 	9878312.8 	10132878.0 	10523091.6 	10817293.9 	11224152.9 	11599277.5 	11986303.2 	11464350.2 	12320890.2 	13332098.1 
A,CP_MEUR,B1GQ,EA12	: 	: 	: 	: 	: 	5686647.9 	5924822.0 	6060716.6 	6305231.3 	6594256.3 	6935773.0 	7258441.5 	7499460.4 	7710378.5 	8032439.1 	8309692.0 	8739457.7 	9203835.0 	9417115.1 	9087088.9 	9341418.3 	9594332.3 	9627225.3 	9722470.2 	9948981.2 	10293622.9 	10580021.4 	10971128.3 	11328274.3 	11698619.2 	11181250.9 	12008113.2 	12977493.6 
A,CP_MEUR,B1GQ,EA19	: 	: 	: 	: 	: 	5741001.0 	5984797.6 	6129357.2 	6379579.6 	6671446.6 	7022525.6 	7351795.0 	7600741.8 	7820334.2 	8153458.1 	8444524.1 	8893188.0 	9386833.2 	9620164.2 	9272325.4 	9533536.5 	9797619.8 	9837412.0 	9936143.7 	10169459.3 	10523091.6 	10817293.9 	11224152.9 	11599277.5 	11986303.2 	11464350.2 	12320890.2 	13332098.1 
A,CP_MEUR,B1GQ,EA20	: 	: 	: 	: 	: 	5758525.6 	6003971.7 	6150634.8 	6402511.3 	6693629.5 	7046150.5 	7377726.6 	7629503.0 	7851360.0 	8187276.1 	8481369.3 	8933767.3 	9431168.6 	9668629.4 	9317911.6 	9579300.2 	9843169.7 	9882033.2 	9980580.7 	10213448.4 	10568349.5 	10864632.6 	11274138.8 	11652024.7 	12041947.6 	11514801.2 	12379181.1 	13399037.1 
A,CP_MEUR,B1GQ,EE	: 	: 	: 	: 	: 	2988.1 	3770.0 	4553.7 	5067.5 	5406.9 	6171.6 	6987.1 	7822.6 	8744.4 	9777.5 	11343.3 	13568.9 	16401.3 	16618.1 	14131.9 	14741.1 	16677.3 	17916.7 	18910.8 	20048.2 	20631.4 	21747.9 	23833.6 	25932.2 	27764.7 	27465.0 	31444.9 	36181.4 
A,CP_MEUR,B1GQ,EL	: 	: 	: 	: 	: 	104662.1 	114908.2 	126353.8 	129057.3 	139945.1 	142976.0 	152193.8 	163460.8 	178904.9 	193715.8 	199242.3 	217861.6 	232694.6 	241990.4 	237534.2 	224124.0 b	203308.2 	188380.6 	179884.4 	177236.0 	176368.9 	174494.2 	176903.4 	179557.7 	183351.2 	165405.9 p	181674.6 p	208030.2 p
A,CP_MEUR,B1GQ,ES	: 	: 	: 	: 	: 	470155.7 	506362.6 	520831.0 	553338.4 	595723.0 	647851.0 	700993.0 	749552.0 	802266.0 	859437.0 	927357.0 	1003823.0 	1075539.0 	1109541.0 	1069323.0 	1072709.0 	1063763.0 	1031104.0 	1020677.0 	1032608.0 	1078092.0 	1114420.0 	1162492.0 	1203859.0 	1245513.0 	1117989.0 p	1206842.0 p	1327108.0 p
A,CP_MEUR,B1GQ,EU15	: 	: 	: 	: 	: 	7058227.7 	7417286.8 	7825279.7 	8179125.5 	8596733.2 	9197031.6 	9543579.1 	9861582.0 	10015364.3 	10486308.5 	10875500.1 	11459639.7 	12055398.6 	12009464.2 	11371071.0 	11831454.4 	12167926.1 	12422869.3 	12519401.6 	12964652.3 	13666851.7 	13763516.8 	14105751.9 	14522173.4 	15011630.2 	: 	: 	: 
A,CP_MEUR,B1GQ,EU27_2020	: 	: 	: 	: 	: 	6337710.4 	6636498.9 	6819195.7 	7110871.8 	7430927.0 	7869362.7 	8241897.8 	8538773.3 	8767565.2 	9167938.8 	9560869.1 	10112450.9 	10738858.8 	11085411.7 	10587691.4 	10980484.9 	11328290.6 	11396449.5 	11516210.9 	11782085.3 	12215145.8 	12548705.7 	13074833.0 	13533353.2 	14018753.2 	13469061.4 	14537731.5 	15810286.6 
A,CP_MEUR,B1GQ,EU28	: 	: 	: 	: 	: 	7363520.3 	7751349.0 	8193961.0 	8585151.5 	9009322.1 	9667452.9 	10072465.2 	10427472.9 	10582892.0 	11109204.0 	11598070.0 	12269784.5 	12998093.9 	13081266.2 	12325757.9 	12852660.3 	13241159.8 	13507478.4 	13612548.9 	14093165.5 	14859862.3 	14982824.9 	15434622.8 	15954250.4 	16545368.3 	: 	: 	: 
A,CP_MEUR,B1GQ,FI	111394.9 	103292.1 	86806.9 	76101.5 	87157.1 	102643.6 	104142.2 	112033.4 	119733.4 	126916.0 	136442.0 	144628.0 	148486.0 	151749.0 	158758.0 	164687.0 	172897.0 	187072.0 	194265.0 	181747.0 	188143.0 	197998.0 	201037.0 	204321.0 	206897.0 	211385.0 	217518.0 	226301.0 	233462.0 	239858.0 	238038.0 	250594.0 	266679.0 
A,CP_MEUR,B1GQ,FR	999521.7 	1026930.1 	1083285.9 	1129359.6 	1175736.5 	1224717.2 	1265105.4 	1282409.5 	1343327.3 	1400999.0 	1478585.0 	1538200.0 	1587829.0 	1630666.0 	1704019.0 	1765905.0 	1848151.0 	1941360.0 	1992380.0 	1936422.0 	1995289.0 	2058369.0 	2088804.0 	2117189.0 	2149765.0 	2198432.0 	2234129.0 	2297242.0 	2363306.0 	2437635.0 	2317832.0 	2502118.0 p	2639092.0 p
A,CP_MEUR,B1GQ,HR	: 	: 	: 	: 	: 	17524.7 	19174.1 	21277.6 	22931.7 	22183.0 	23624.9 	25931.7 	28761.2 	31025.7 	33818.0 	36845.2 	40579.3 	44335.5 	48465.2 	45586.2 	45763.6 	45549.9 	44621.2 	44437.1 	43989.1 	45257.9 	47338.7 	49985.9 	52747.2 	55644.4 	50450.9 	58290.9 p	66939.0 p
A,CP_MEUR,B1GQ,HU	: 	: 	: 	: 	: 	35469.4 	36758.4 	41741.4 	43408.6 	46040.1 	51238.5 	60012.9 	71756.1 	75427.8 	83883.3 	91090.4 	92126.7 	102414.6 	108345.4 	94605.6 	99771.6 	102152.0 	100247.6 	102239.7 	106263.8 	112791.0 	116255.7 	127024.7 	136055.4 	146554.5 	137866.0 	154120.1 	170246.8 p
A,CP_MEUR,B1GQ,IE	: 	: 	: 	: 	: 	52881.3 	59701.5 	73118.8 	80565.7 	92790.5 	108495.3 	122089.2 	135997.6 	145576.4 	156260.3 	170306.8 	184916.2 	197069.4 	187283.0 	169519.7 	167391.4 	171703.2 	175615.4 	179457.6 	195085.2 	262975.9 	270205.3 	297763.2 	326631.3 	356704.6 	372836.4 	426283.4 	502583.5 
A,CP_MEUR,B1GQ,IS	: 	: 	: 	: 	: 	5441.5 	5833.1 	6672.3 	7571.0 	8418.2 	9776.3 	9177.3 	9911.1 	10118.1 	11136.3 	13568.0 	13966.7 	15827.4 	11052.1 	9419.1 	10383.4 	10934.3 	11479.9 	12132.9 	13472.6 	15795.3 	18804.2 	21917.7 	22238.3 	22027.5 	18880.6 	21611.1 	26479.3 
A,CP_MEUR,B1GQ,IT	: 	: 	: 	: 	: 	898299.3 	1033759.7 	1096302.0 	1134534.9 	1175149.5 	1241512.9 	1304136.8 	1350258.9 	1394693.2 	1452319.0 	1493635.3 	1552686.8 	1614839.8 	1637699.4 	1577255.9 	1611279.4 	1648755.8 	1624358.7 	1612751.3 	1627405.6 	1655355.0 	1695786.8 	1736592.8 	1771391.2 	1796648.5 	1661019.9 	1787675.4 	1909153.6 
A,CP_MEUR,B1GQ,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4812.4 	5021.7 	5649.1 	5637.7 	5734.6 	5666.3 	5750.1 	5617.9 p	6075.3 e	: 
A,CP_MEUR,B1GQ,LT	: 	: 	: 	: 	: 	5121.7 	6601.8 	8922.8 	10025.7 	10292.3 	12475.7 	13664.6 	15153.3 	16650.2 	18219.4 	20979.9 	24053.3 	29011.2 	32660.1 	26897.0 	28033.8 	31317.2 	33410.2 	35039.5 	36581.3 	37345.7 	38889.9 	42276.3 	45515.2 	48916.4 	49829.3 	56153.5 	66791.1 
A,CP_MEUR,B1GQ,LU	: 	: 	: 	: 	: 	15946.2 	16462.1 	17266.5 	18005.7 	20547.8 	22986.0 	23879.9 	25011.1 	26227.3 	28189.4 	30281.0 	34175.0 	37641.9 	40009.6 	39050.7 	42402.7 	44323.5 	46526.2 	49094.5 	51791.3 	54142.3 	56208.1 	58168.8 	60121.2 	62373.6 	64781.0 	72295.0 	78130.1 p
A,CP_MEUR,B1GQ,LV	: 	: 	: 	: 	: 	4137.4 	4703.6 	5751.2 	6402.4 	7046.7 	8632.3 	9374.4 	10168.7 	10499.6 	11724.0 	13791.9 	17363.1 	22791.5 	24531.5 	18922.0 	17937.5 	19666.0 	22097.5 	22791.3 	23625.8 	24572.1 	25371.3 	26984.4 	29153.6 	30678.6 	30265.1 	33616.5 	39062.5 
A,CP_MEUR,B1GQ,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2169.6 	2689.1 	3103.3 	2993.9 	3125.1 	3264.8 	3181.5 	3362.5 	3457.9 	3654.5 	3954.2 	4299.1 	4663.1 	4950.7 	4185.6 	4955.1 	5796.8 p
A,CP_MEUR,B1GQ,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4094.6 	4143.5 	4240.5 	4385.9 	4577.7 	5032.0 	5472.2 	6094.5 	6772.1 	6766.5 	7108.3 	7544.2 	7584.8 	8149.6 	8562.0 	9072.3 	9656.5 	10038.3 	10744.0 	11262.0 	10851.7 	11688.2 p	12897.8 e
A,CP_MEUR,B1GQ,MT	: 	: 	: 	: 	: 	2846.6 	3010.6 	3346.8 	3581.8 	3861.0 	4412.4 	4565.5 	4740.9 	4823.5 	4910.4 	5152.1 	5403.0 	5790.3 	6206.0 	6259.6 	6815.8 	6924.6 	7364.5 	7944.3 	8751.1 	9996.7 	10541.1 	11936.6 	12977.2 	14186.4 	13180.9 	15011.5 	16922.6 
A,CP_MEUR,B1GQ,NL	: 	: 	: 	: 	: 	346000.8 	354929.1 	367861.6 	391460.9 	419459.0 	452007.0 	481881.0 	501137.0 	512810.0 	529286.0 	550883.0 	584546.0 	619170.0 	647198.0 	624842.0 	639187.0 	650359.0 	652966.0 	660463.0 	671560.0 	690008.0 	708337.0 	738146.0 	773987.0 	813055.0 	796530.0 	855470.0 p	941186.0 p
A,CP_MEUR,B1GQ,NO	94339.9 	98551.5 	101108.3 	102942.5 	107143.6 	116241.0 	128671.9 	142336.6 	137455.3 	152395.0 	186016.3 	194660.8 	208313.8 	202928.2 	213642.4 	249342.9 	276477.7 	294414.5 	318851.0 	279533.4 	325493.9 	360552.4 	399069.2 	395856.8 	378456.4 	349756.7 	335396.5 	356288.5 	372657.6 	365130.5 	322823.8 	414394.9 	551408.9 
A,CP_MEUR,B1GQ,PL	: 	: 	: 	: 	: 	108834.6 	126200.8 	140649.2 	155011.6 	159561.4 	186737.9 	212834.1 	210560.0 	192552.1 	206126.0 	246216.8 	274501.7 	313848.3 	366040.5 	317040.6 	359067.8 	377042.4 	385389.4 	388356.4 	406412.5 	429834.6 	424735.3 	465772.6 	499004.1 	532504.7 	526147.2 	576382.6 	656905.5 
A,CP_MEUR,B1GQ,PT	: 	: 	: 	: 	: 	91015.8 	96626.8 	103306.6 	110683.7 	119603.3 	128414.4 	135775.0 	142554.3 	146067.9 	152248.4 	158552.7 	166260.5 	175483.4 	179102.8 	175416.4 	179610.8 	176096.2 	168295.6 	170492.3 	173053.7 	179713.2 	186489.8 	195947.2 	205184.1 	214374.6 	200518.9 	214741.0 p	239241.7 p
A,CP_MEUR,B1GQ,RO	: 	: 	: 	: 	: 	28589.8 	29035.4 	31450.5 	37063.3 	33726.8 	40594.9 	45143.6 	48695.7 	51108.5 	60402.0 	79223.9 	97215.6 	127632.0 	146590.6 	125213.9 	128278.9 	138520.7 	139319.8 	142928.9 	150522.4 	160287.8 	167494.3 	186399.0 	206071.9 	224178.6 	220486.6 	241268.4 p	285884.8 p
A,CP_MEUR,B1GQ,RS	: 	: 	: 	: 	: 	26495.1 	18591.6 	23418.0 	18612.2 	19267.2 	28502.4 	14584.5 	18165.8 	19882.0 	20995.0 	22253.8 	25930.7 	31557.9 	35712.5 	32486.2 	31545.8 	35431.7 	33679.3 	36426.7 	35467.5 	35740.2 	36779.3 	39235.3 	42892.2 	46005.4 	46815.3 	53329.3 	60367.9 p
A,CP_MEUR,B1GQ,SE	: 	: 	: 	181713.6 	192863.0 	204328.5 	229771.3 	236645.7 	241468.1 	257109.7 	285150.3 	270524.5 	283627.1 	296305.5 	310182.0 	315774.8 	337317.2 	358945.1 	354881.1 	314637.5 	374695.2 	412844.7 	430037.1 	441850.7 	438833.9 	455494.7 	466266.5 	480025.5 	470673.1 	476869.5 	480556.4 	540734.0 	560958.6 
A,CP_MEUR,B1GQ,SI	: 	: 	: 	: 	: 	16340.4 	16946.1 	18320.7 	19784.6 	21227.5 	21866.8 	23249.1 	24972.4 	26247.5 	27692.0 	29122.3 	31476.1 	35073.5 	37925.7 	36254.9 	36363.9 	37058.6 	36253.3 	36454.3 	37634.3 	38852.6 	40443.2 	43011.3 	45876.3 	48533.1 	47020.6 	52208.1 	58988.5 
A,CP_MEUR,B1GQ,SK	: 	: 	: 	: 	: 	15322.9 	17053.2 	19331.1 	20333.8 	19516.1 	22389.1 	23909.8 	26340.7 	30119.1 	34757.7 	39403.4 	45602.0 	56339.3 	66098.1 	64095.5 	68764.9 	71785.8 	73649.3 	74492.8 	76354.5 	80126.0 	81265.2 	84669.9 	89874.7 	94428.3 	93441.9 	100323.5 	109651.9 
A,CP_MEUR,B1GQ,TR	: 	: 	: 	: 	: 	: 	: 	: 	244959.8 	240103.4 	298354.6 	224298.1 	251517.4 	278583.9 	327979.7 	405626.3 	439887.8 	496901.4 	525994.8 	465245.5 	584855.7 	600961.4 	683587.3 	719726.6 	707000.8 	777042.3 	785618.9 	760497.1 	658544.4 	678180.0 	626742.2 	689546.5 	862010.8 p
A,CP_MEUR,B1GQ,UK	862468.3 	924332.0 	911231.6 	907362.9 	960427.9 	1025809.9 	1114850.1 	1374765.3 	1474279.7 	1578395.1 	1798090.2 	1830567.5 	1888699.6 	1815326.8 	1941265.1 	2037200.9 	2157333.5 	2259235.2 	1995854.5 	1738066.5 	1872175.5 	1912869.3 	2111028.9 	2096338.0 	2311080.2 	2644716.5 	2434119.2 	2359789.9 	2420897.2 	2526615.2 	: 	: 	: 
A,CP_MEUR,B1GQ,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3537.6 	3610.4 	4031.0 	4555.9 	4797.3 	5071.3 	5325.1 	5674.4 	6037.3 	6356.5 	6671.5 	7056.2 	6771.6 	7957.9 	8954.9 p
