Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;GUT005__Befoerderte_Guetermenge__1000_t;GUT004__Befoerderungsleistung__Mill._Tkm
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VEREMPFANG;Grenzüberschreitender Empfang;45729;16660
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERKABOTAGE;Kabotage;9916;1614
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERGEWERBINSG;Gewerblicher Verkehr und Werkverkehr insgesamt;3161781;313143
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERBINNEN;Binnenverkehr;3036746;271662
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERGRENZ;Grenzüberschreitender Verkehr;113381;39821
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERVERSAND;Grenzüberschreitender Versand;62916;20938
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VEREMPFANG;Grenzüberschreitender Empfang;44229;15619
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERKABOTAGE;Kabotage;11654;1660
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERGEWERBINSG;Gewerblicher Verkehr und Werkverkehr insgesamt;3200890;316767
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERBINNEN;Binnenverkehr;3078217;276147
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERGRENZ;Grenzüberschreitender Verkehr;111647;39088
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERVERSAND;Grenzüberschreitender Versand;62620;20588
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VEREMPFANG;Grenzüberschreitender Empfang;42783;15213
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERKABOTAGE;Kabotage;11026;1532
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERGEWERBINSG;Gewerblicher Verkehr und Werkverkehr insgesamt;3208197;311869
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERBINNEN;Binnenverkehr;3093837;274032
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERGRENZ;Grenzüberschreitender Verkehr;104142;36183
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERVERSAND;Grenzüberschreitender Versand;58001;19034
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VEREMPFANG;Grenzüberschreitender Empfang;40178;13842
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERKABOTAGE;Kabotage;10218;1654
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERGEWERBINSG;Gewerblicher Verkehr und Werkverkehr insgesamt;3119624;304610
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERBINNEN;Binnenverkehr;3012816;269925
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERGRENZ;Grenzüberschreitender Verkehr;97733;33379
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERVERSAND;Grenzüberschreitender Versand;55810;17816
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VEREMPFANG;Grenzüberschreitender Empfang;36504;12714
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERKABOTAGE;Kabotage;9074;1306
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERGEWERBINSG;Gewerblicher Verkehr und Werkverkehr insgesamt;3107972;307277
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERBINNEN;Binnenverkehr;2996781;271999
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERGRENZ;Grenzüberschreitender Verkehr;102531;34033
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERVERSAND;Grenzüberschreitender Versand;58620;18292
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VEREMPFANG;Grenzüberschreitender Empfang;38284;12994
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2021;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERKABOTAGE;Kabotage;8661;1245
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERGEWERBINSG;Gewerblicher Verkehr und Werkverkehr insgesamt;3060939;303944
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERBINNEN;Binnenverkehr;2954734;268553
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERGRENZ;Grenzüberschreitender Verkehr;96886;33881
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERVERSAND;Grenzüberschreitender Versand;55070;17914
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VEREMPFANG;Grenzüberschreitender Empfang;36112;12972
46231;Straßengüterverkehrsstatistik;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;VERWG2;Verkehrswege;VERKABOTAGE;Kabotage;9319;1509
